Task ID,Occupation (O*NET-SOC Title),Task,O*NET-SOC Code,desire_mean,desire_n,capability_mean,capability_n,zone
22535,Producers and Directors,Cut and edit film or tape to integrate component parts into desired sequences.,27-2012.00,1.75,4,2.6666666666666665,3,Low-Priority
22537,Producers and Directors,Review film daily to check on work in progress and to plan for future filming.,27-2012.00,2.2,5,2.3333333333333335,3,Low-Priority
22529,Producers and Directors,"Perform administrative duties, such as preparing operational reports, distributing rehearsal call sheets and script copies, and arranging for rehearsal quarters.",27-2012.00,3.8,5,2.0,3,Yellow
3897,Media Technical Directors/Managers,Observe pictures through monitors and direct camera and video staff concerning shading and composition.,27-2012.05,2.0,5,1.6666666666666667,3,Low-Priority
3896,Media Technical Directors/Managers,Monitor broadcasts to ensure that programs conform to station or network policies and regulations.,27-2012.05,2.8,5,2.3333333333333335,3,Low-Priority
3906,Media Technical Directors/Managers,Collaborate with promotions directors to produce on-air station promotions.,27-2012.05,2.125,8,2.0,3,Low-Priority
3900,Media Technical Directors/Managers,Schedule use of studio and editing facilities for producers and engineering and maintenance staff.,27-2012.05,2.75,8,3.0,2,Low-Priority
3894,Media Technical Directors/Managers,"Direct technical aspects of newscasts and other productions, checking and switching between video sources and taking responsibility for the on-air product, including camera shots and graphics.",27-2012.05,2.25,4,2.0,3,Low-Priority
3905,Media Technical Directors/Managers,"Set up and execute video transitions and special effects, such as fades, dissolves, cuts, keys, and supers, using computers to manipulate pictures as necessary.",27-2012.05,2.0,7,3.0,2,Low-Priority
22623,"News Analysts, Reporters, and Journalists","Write commentaries, columns, or scripts, using computers.",27-3023.00,2.375,8,3.5,2,Red
22625,"News Analysts, Reporters, and Journalists","Examine news items of local, national, and international significance to determine topics to address, or obtain assignments from editorial staff members.",27-3023.00,2.0,5,3.0,2,Low-Priority
22626,"News Analysts, Reporters, and Journalists",Analyze and interpret news and information received from various sources to broadcast the information.,27-3023.00,2.2,5,3.3333333333333335,3,Low-Priority
22628,"News Analysts, Reporters, and Journalists",Research a story's background information to provide complete and accurate information.,27-3023.00,2.0,4,3.0,3,Low-Priority
22631,"News Analysts, Reporters, and Journalists","Select material most pertinent to presentation, and organize this material into appropriate formats.",27-3023.00,2.8,5,3.5,2,Red
22635,"News Analysts, Reporters, and Journalists",Revise work to meet editorial approval or to fit time or space requirements.,27-3023.00,2.4285714285714284,7,3.0,3,Low-Priority
22636,"News Analysts, Reporters, and Journalists",Review and evaluate notes taken about news events to isolate pertinent facts and details.,27-3023.00,2.0,4,3.0,3,Low-Priority
22638,"News Analysts, Reporters, and Journalists","Review written, audio, or video copy, and correct errors in content, grammar, or punctuation, following prescribed editorial style and formatting guidelines.",27-3023.00,2.8,5,4.333333333333333,3,Red
22642,"News Analysts, Reporters, and Journalists","Check reference materials, such as books, news files, or public records, to obtain relevant facts.",27-3023.00,4.0,5,3.3333333333333335,3,Yellow
22648,"News Analysts, Reporters, and Journalists","Develop ideas or material for columns or commentaries by analyzing and interpreting news, current issues, or personal experiences.",27-3023.00,2.6666666666666665,3,3.3333333333333335,3,Low-Priority
1764,Public Relations Specialists,Respond to requests for information from the media or designate an appropriate spokesperson or information source.,27-3031.00,2.6,5,2.6666666666666665,3,Low-Priority
23951,Public Relations Specialists,Post and update content on the company's Web site and social media outlets.,27-3031.00,3.125,8,3.0,2,Yellow
20554,Public Relations Specialists,Write press releases or other media communications to promote clients.,27-3031.00,2.75,8,3.3333333333333335,3,Low-Priority
1769,Public Relations Specialists,"Study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services.",27-3031.00,2.0,4,2.0,3,Low-Priority
20557,Public Relations Specialists,"Prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences.",27-3031.00,3.25,4,2.0,2,Yellow
1777,Editors,"Read copy or proof to detect and correct errors in spelling, punctuation, and syntax.",27-3041.00,2.3,10,3.0,3,Low-Priority
1780,Editors,"Verify facts, dates, and statistics, using standard reference sources.",27-3041.00,2.4,10,4.333333333333333,3,Red
1786,Editors,"Read, evaluate and edit manuscripts or other materials submitted for publication, and confer with authors regarding changes in content, style or organization, or publication.",27-3041.00,1.8888888888888888,9,2.3333333333333335,3,Low-Priority
1782,Editors,"Develop story or content ideas, considering reader or audience appeal.",27-3041.00,2.0,9,2.3333333333333335,3,Low-Priority
1776,Editors,"Prepare, rewrite and edit copy to improve readability, or supervise others who do this work.",27-3041.00,2.5,10,2.3333333333333335,3,Low-Priority
1783,Editors,"Oversee publication production, including artwork, layout, computer typesetting, and printing, ensuring adherence to deadlines and budget requirements.",27-3041.00,2.3333333333333335,9,2.0,3,Low-Priority
21000,Editors,"Write text, such as stories, articles, editorials, or newsletters.",27-3041.00,1.6,10,3.0,2,Low-Priority
1779,Editors,"Plan the contents of publications according to the publication's style, editorial policy, and publishing requirements.",27-3041.00,1.6666666666666667,6,3.5,2,Red
1781,Editors,Review and approve proofs submitted by composing room prior to publication production.,27-3041.00,2.375,8,2.3333333333333335,3,Low-Priority
1785,Editors,"Assign topics, events and stories to individual writers or reporters for coverage.",27-3041.00,1.8,5,2.3333333333333335,3,Low-Priority
1778,Editors,"Allocate print space for story text, photos, and illustrations according to space parameters and copy significance, using knowledge of layout principles.",27-3041.00,1.75,4,2.6666666666666665,3,Low-Priority
3966,Technical Writers,"Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",27-3042.00,3.625,8,3.0,2,Yellow
3967,Technical Writers,Maintain records and files of work and revisions.,27-3042.00,2.75,8,3.0,3,Low-Priority
3968,Technical Writers,"Edit, standardize, or make changes to material prepared by other writers or establishment personnel.",27-3042.00,2.0,8,2.6666666666666665,3,Low-Priority
3971,Technical Writers,"Select photographs, drawings, sketches, diagrams, and charts to illustrate material.",27-3042.00,2.5,4,2.6666666666666665,3,Low-Priority
20243,Technical Writers,Develop or maintain online help documentation.,27-3042.00,2.2857142857142856,7,3.0,3,Low-Priority
3975,Technical Writers,"Arrange for typing, duplication, and distribution of material.",27-3042.00,4.0,5,2.0,3,Yellow
3977,Technical Writers,Analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,27-3042.00,2.25,4,4.333333333333333,3,Red
3970,Technical Writers,"Review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",27-3042.00,2.3333333333333335,3,4.5,2,Red
22655,Writers and Authors,Vary language and tone of messages based on product and medium.,27-3043.00,2.6,10,4.5,2,Red
22654,Writers and Authors,Present drafts and ideas to clients.,27-3043.00,2.375,8,3.0,2,Low-Priority
22660,Writers and Authors,"Review advertising trends, consumer surveys, and other data regarding marketing of goods and services to determine the best way to promote products.",27-3043.00,3.0,4,4.0,2,Green
22657,Writers and Authors,"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",27-3043.00,2.125,8,4.5,2,Red
22658,Writers and Authors,Conduct research and interviews to determine which of a product's selling features should be promoted.,27-3043.00,3.6666666666666665,3,3.5,2,Green
20558,Photographers,"Transfer photographs to computers for editing, archiving, and electronic transmission.",27-4021.00,3.7,10,4.0,2,Green
9352,Photographers,"Manipulate and enhance scanned or digital images to create desired effects, using computers and specialized software.",27-4021.00,2.3333333333333335,9,5.0,2,Red
9357,Photographers,"Enhance, retouch, and resize photographs and negatives, using airbrushing and other techniques.",27-4021.00,2.7,10,5.0,2,Red
9351,Photographers,"Estimate or measure light levels, distances, and numbers of exposures needed, using measuring devices and formulas.",27-4021.00,2.5555555555555554,9,4.5,2,Red
9354,Photographers,"Perform general office duties, such as scheduling appointments, keeping books, and ordering supplies.",27-4021.00,3.3,10,4.0,2,Green
9350,Photographers,Review sets of photographs to select the best work.,27-4021.00,2.1,10,3.0,2,Low-Priority
20560,Photographers,Write photograph captions.,27-4021.00,3.125,8,5.0,2,Green
17242,Radiologists,Prepare comprehensive interpretive reports of findings.,29-1224.00,3.0,4,2.5,2,Yellow
17254,Radiologists,"Perform or interpret the outcomes of diagnostic imaging procedures including magnetic resonance imaging (MRI), computer tomography (CT), positron emission tomography (PET), nuclear cardiology treadmill studies, mammography, or ultrasound.",29-1224.00,2.6666666666666665,9,3.0,2,Low-Priority
17248,Radiologists,"Document the performance, interpretation, or outcomes of all procedures performed.",29-1224.00,4.0,7,2.5,2,Yellow
17239,Radiologists,Review or transmit images and information using picture archiving or communications systems.,29-1224.00,3.888888888888889,9,3.0,2,Yellow
17249,Radiologists,Develop or monitor procedures to ensure adequate quality control of images.,29-1224.00,3.6,5,2.0,2,Yellow
17234,Radiologists,Participate in continuing education activities to maintain and develop expertise.,29-1224.00,2.0,9,2.5,2,Low-Priority
17231,Radiologists,Participate in quality improvement activities including discussions of areas where risk of error is high.,29-1224.00,2.625,8,2.0,2,Low-Priority
9416,Medical Transcriptionists,"Return dictated reports in printed or electronic form for physician's review, signature, and corrections and for inclusion in patients' medical records.",31-9094.00,3.0,7,5.0,1,Green
9421,Medical Transcriptionists,"Produce medical reports, correspondence, records, patient-care information, statistics, medical research, and administrative material.",31-9094.00,3.125,8,5.0,1,Green
9414,Medical Transcriptionists,"Review and edit transcribed reports or dictated material for spelling, grammar, clarity, consistency, and proper medical terminology.",31-9094.00,3.142857142857143,7,5.0,1,Green
9413,Medical Transcriptionists,"Transcribe dictation for a variety of medical reports, such as patient histories, physical examinations, emergency room visits, operations, chart reviews, consultation, or discharge summaries.",31-9094.00,3.6,5,5.0,1,Green
9415,Medical Transcriptionists,"Distinguish between homonyms and recognize inconsistencies and mistakes in medical terms, referring to dictionaries, drug references, and other sources on anatomy, physiology, and medicine.",31-9094.00,3.2,5,4.0,1,Green
9423,Medical Transcriptionists,"Set up and maintain medical files and databases, including records such as x-ray, lab, and procedure reports, medical histories, diagnostic workups, admission and discharge summaries, and clinical resumes.",31-9094.00,3.2857142857142856,7,5.0,1,Green
9417,Medical Transcriptionists,Translate medical jargon and abbreviations into their expanded forms to ensure the accuracy of patient and health care facility records.,31-9094.00,3.142857142857143,7,5.0,1,Green
9420,Medical Transcriptionists,"Perform data entry and data retrieval services, providing data for inclusion in medical records and for transmission to physicians.",31-9094.00,2.8333333333333335,6,5.0,1,Red
23193,"Securities, Commodities, and Financial Services Sales Agents",Monitor markets or positions.,41-3031.00,3.3333333333333335,6,3.5,2,Green
23195,"Securities, Commodities, and Financial Services Sales Agents",Keep accurate records of transactions.,41-3031.00,3.0,7,4.0,2,Green
23197,"Securities, Commodities, and Financial Services Sales Agents",Complete sales order tickets and submit for processing of client-requested transactions.,41-3031.00,2.2,5,4.5,2,Red
23205,"Securities, Commodities, and Financial Services Sales Agents",Review all securities transactions to ensure accuracy of information and conformance to governing agency regulations.,41-3031.00,2.5,4,4.5,2,Red
23208,"Securities, Commodities, and Financial Services Sales Agents","Track and analyze factors that affect price movement, such as trade policies, weather conditions, political developments, or supply and demand changes.",41-3031.00,3.0,4,5.0,2,Green
23209,"Securities, Commodities, and Financial Services Sales Agents","Inform other traders, managers, or customers of market conditions, including volume, price, competition, or dynamics.",41-3031.00,3.75,4,4.0,2,Green
23213,"Securities, Commodities, and Financial Services Sales Agents",Calculate costs for billings or commissions.,41-3031.00,3.4285714285714284,7,4.0,2,Green
23214,"Securities, Commodities, and Financial Services Sales Agents",Prepare financial reports to monitor client or corporate finances.,41-3031.00,3.6,5,4.5,2,Green
737,Travel Agents,Collect payment for transportation and accommodations from customer.,41-3041.00,3.1,10,5.0,2,Green
741,Travel Agents,"Plan, describe, arrange, and sell itinerary tour packages and promotional travel incentives offered by various travel carriers.",41-3041.00,2.3,10,5.0,2,Red
738,Travel Agents,"Converse with customer to determine destination, mode of transportation, travel dates, financial considerations, and accommodations required.",41-3041.00,2.3,10,3.0,2,Low-Priority
739,Travel Agents,"Compute cost of travel and accommodations, using calculator, computer, carrier tariff books, and hotel rate books, or quote package tour's costs.",41-3041.00,2.888888888888889,9,5.0,2,Red
20900,Travel Agents,"Record and maintain information on clients, vendors, and travel packages.",41-3041.00,3.3,10,5.0,2,Green
740,Travel Agents,"Book transportation and hotel reservations, using computer or telephone.",41-3041.00,2.2,10,5.0,2,Red
743,Travel Agents,"Print or request transportation carrier tickets, using computer printer system or system link to travel carrier.",41-3041.00,4.0,3,4.5,2,Green
742,Travel Agents,"Provide customer with brochures and publications containing travel information, such as local customs, points of interest, or foreign country regulations.",41-3041.00,3.5,10,4.5,2,Green
20608,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare and submit sales contracts for orders.,41-4011.00,3.5555555555555554,9,4.5,2,Green
11241,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Maintain customer records, using automated systems.",41-4011.00,3.5555555555555554,9,4.5,2,Green
11237,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms.",41-4011.00,2.1,10,4.5,2,Red
11238,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Quote prices, credit terms, or other bid specifications.",41-4011.00,2.5,10,2.0,2,Low-Priority
11261,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Compute customer's installation or production costs and estimate savings from new services, products, or equipment.",41-4011.00,2.6666666666666665,9,4.0,2,Red
11246,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Prepare sales presentations or proposals to explain product specifications or applications.,41-4011.00,3.2,10,1.5,2,Yellow
11252,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Complete expense reports, sales reports, or other paperwork.",41-4011.00,4.111111111111111,9,5.0,2,Green
11249,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Inform customers of estimated delivery schedules, service contracts, warranties, or other information pertaining to purchased products.",41-4011.00,2.7,10,5.0,2,Red
11245,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Collaborate with colleagues to exchange information, such as selling strategies or marketing information.",41-4011.00,2.4444444444444446,9,2.0,2,Low-Priority
20619,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify accuracy of materials lists.,41-4011.00,2.6,10,3.0,2,Low-Priority
20620,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Verify customer credit ratings.,41-4011.00,2.7777777777777777,9,5.0,2,Red
19826,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Present information to customers about the energy efficiency or environmental impact of scientific or technical products.,41-4011.00,3.1,10,4.5,2,Green
4621,Telemarketers,"Obtain customer information such as name, address, and payment method, and enter orders into computers.",41-9041.00,3.4,5,4.5,2,Green
4620,Telemarketers,"Explain products or services and prices, and answer questions from customers.",41-9041.00,2.625,8,4.0,2,Red
4622,Telemarketers,"Record names, addresses, purchases, and reactions of prospects contacted.",41-9041.00,3.25,4,5.0,2,Green
4618,Telemarketers,"Deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service or to make a donation.",41-9041.00,2.5,8,3.0,2,Low-Priority
4623,Telemarketers,Adjust sales scripts to better target the needs and interests of specific individuals.,41-9041.00,3.0,3,4.5,2,Green
4628,Telemarketers,Schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.,41-9041.00,3.0,3,4.0,2,Green
2487,"Bookkeeping, Accounting, and Auditing Clerks","Operate computers programmed with accounting software to record, store, and analyze information.",43-3031.00,2.7,10,4.5,2,Red
2486,"Bookkeeping, Accounting, and Auditing Clerks","Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes.",43-3031.00,3.3,10,4.0,2,Green
2495,"Bookkeeping, Accounting, and Auditing Clerks","Operate 10-key calculators, typewriters, and copy machines to perform calculations and produce documents.",43-3031.00,3.0,7,2.0,2,Yellow
2493,"Bookkeeping, Accounting, and Auditing Clerks",Code documents according to company procedures.,43-3031.00,3.0,4,5.0,2,Green
2497,"Bookkeeping, Accounting, and Auditing Clerks","Perform financial calculations, such as amounts due, interest charges, balances, discounts, equity, and principal.",43-3031.00,3.4,10,5.0,2,Green
2496,"Bookkeeping, Accounting, and Auditing Clerks",Reconcile or note and report discrepancies found in records.,43-3031.00,2.8,10,5.0,2,Red
2494,"Bookkeeping, Accounting, and Auditing Clerks",Access computerized financial information to answer general questions as well as those related to specific accounts.,43-3031.00,2.625,8,4.5,2,Red
2490,"Bookkeeping, Accounting, and Auditing Clerks","Classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",43-3031.00,3.0,9,4.0,2,Green
2489,"Bookkeeping, Accounting, and Auditing Clerks","Debit, credit, and total accounts on computer spreadsheets and databases, using specialized accounting software.",43-3031.00,2.75,8,5.0,2,Red
2509,"Bookkeeping, Accounting, and Auditing Clerks","Match order forms with invoices, and record the necessary information.",43-3031.00,2.857142857142857,7,5.0,2,Red
18561,"Bookkeeping, Accounting, and Auditing Clerks",Prepare and process payroll information.,43-3031.00,3.5,6,5.0,2,Green
2501,"Bookkeeping, Accounting, and Auditing Clerks","Calculate and prepare checks for utilities, taxes, and other payments.",43-3031.00,4.0,6,4.5,2,Green
2503,"Bookkeeping, Accounting, and Auditing Clerks",Reconcile records of bank transactions.,43-3031.00,3.75,4,4.0,2,Green
2491,"Bookkeeping, Accounting, and Auditing Clerks","Calculate, prepare, and issue bills, invoices, account statements, and other financial statements according to established procedures.",43-3031.00,3.0,3,4.333333333333333,3,Green
2519,Payroll and Timekeeping Clerks,"Verify attendance, hours worked, and pay adjustments, and post information onto designated records.",43-3051.00,3.4444444444444446,9,4.0,2,Green
2515,Payroll and Timekeeping Clerks,Process and issue employee paychecks and statements of earnings and deductions.,43-3051.00,3.8333333333333335,6,4.5,2,Green
2516,Payroll and Timekeeping Clerks,"Compute wages and deductions, and enter data into computers.",43-3051.00,3.4285714285714284,7,5.0,2,Green
18562,Payroll and Timekeeping Clerks,Process paperwork for new employees and enter employee information into the payroll system.,43-3051.00,3.4285714285714284,7,5.0,2,Green
2528,Payroll and Timekeeping Clerks,"Prepare and balance period-end reports, and reconcile issued payrolls to bank statements.",43-3051.00,2.0,5,5.0,2,Red
2518,Payroll and Timekeeping Clerks,"Review time sheets, work charts, wage computation, and other information to detect and reconcile payroll discrepancies.",43-3051.00,3.142857142857143,7,5.0,2,Green
2520,Payroll and Timekeeping Clerks,"Record employee information, such as exemptions, transfers, and resignations, to maintain and update payroll records.",43-3051.00,4.0,3,4.666666666666667,3,Green
2521,Payroll and Timekeeping Clerks,Issue and record adjustments to pay related to previous errors or retroactive increases.,43-3051.00,4.6,5,4.5,2,Green
18563,Payroll and Timekeeping Clerks,"Keep track of leave time, such as vacation, personal, and sick leave, for employees.",43-3051.00,3.6,5,4.5,2,Green
2517,Payroll and Timekeeping Clerks,"Compile employee time, production, and payroll data from time sheets and other records.",43-3051.00,3.2,5,4.5,2,Green
2522,Payroll and Timekeeping Clerks,Keep informed about changes in tax and deduction laws that apply to the payroll process.,43-3051.00,4.0,3,4.0,2,Green
2524,Payroll and Timekeeping Clerks,Complete time sheets showing employees' arrival and departure times.,43-3051.00,3.3333333333333335,3,5.0,2,Green
18564,Payroll and Timekeeping Clerks,Conduct verifications of employment.,43-3051.00,3.75,4,3.5,2,Green
23269,"Court, Municipal, and License Clerks",Record and edit the minutes of meetings and distribute to appropriate officials or staff members.,43-4031.00,2.5,4,4.5,2,Red
23270,"Court, Municipal, and License Clerks","Question applicants to obtain required information, such as name, address, or age, and record data on prescribed forms.",43-4031.00,3.0,9,4.0,2,Green
23271,"Court, Municipal, and License Clerks",Issue public notification of all official activities or meetings.,43-4031.00,2.5,4,4.5,2,Red
23272,"Court, Municipal, and License Clerks",Record and maintain all vital and fiscal records and accounts.,43-4031.00,3.2,5,4.0,2,Green
23278,"Court, Municipal, and License Clerks","Record case dispositions, court orders, or arrangements made for payment of court fees.",43-4031.00,3.4,5,4.0,2,Green
23273,"Court, Municipal, and License Clerks","Answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",43-4031.00,2.1666666666666665,6,3.0,2,Low-Priority
23274,"Court, Municipal, and License Clerks",Prepare meeting agendas or packets of related information.,43-4031.00,2.0,3,4.666666666666667,3,Red
23288,"Court, Municipal, and License Clerks","Answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",43-4031.00,2.2857142857142856,7,3.5,2,Red
23281,"Court, Municipal, and License Clerks",Prepare documents recording the outcomes of court proceedings.,43-4031.00,2.5,4,4.5,2,Red
23275,"Court, Municipal, and License Clerks","Prepare and issue orders of the court, such as probation orders, release documentation, sentencing information, or summonses.",43-4031.00,3.5,4,4.0,2,Green
23283,"Court, Municipal, and License Clerks","Perform general office duties, such as taking or transcribing dictation, typing or proofreading correspondence, distributing or filing official forms, or scheduling appointments.",43-4031.00,2.8333333333333335,6,3.5,2,Red
23290,"Court, Municipal, and License Clerks",Instruct parties about timing of court appearances.,43-4031.00,4.333333333333333,3,4.5,2,Green
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",43-4051.00,2.7,10,4.666666666666667,3,Red
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,43-4051.00,2.2,10,4.5,2,Red
2581,Customer Service Representatives,Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,43-4051.00,2.8,10,4.5,2,Red
2583,Customer Service Representatives,"Determine charges for services requested, collect deposits or payments, or arrange for billing.",43-4051.00,3.3,10,4.5,2,Green
2584,Customer Service Representatives,"Complete contract forms, prepare change of address records, or issue service discontinuance orders, using computers.",43-4051.00,2.9,10,4.0,2,Red
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,43-4051.00,2.7,10,3.0,2,Low-Priority
2579,Customer Service Representatives,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",43-4051.00,2.7,10,4.0,2,Red
2587,Customer Service Representatives,Review insurance policy terms to determine whether a particular loss is covered by insurance.,43-4051.00,2.857142857142857,7,5.0,2,Red
2589,Customer Service Representatives,Compare disputed merchandise with original requisitions and information from invoices and prepare invoices for returned goods.,43-4051.00,3.2,10,4.5,2,Green
2585,Customer Service Representatives,"Obtain and examine all relevant information to assess validity of complaints and to determine possible causes, such as extreme weather conditions that could increase utility bills.",43-4051.00,3.3,10,4.0,2,Green
2591,Customer Service Representatives,"Recommend improvements in products, packaging, shipping, service, or billing methods and procedures to prevent future problems.",43-4051.00,2.4,10,4.0,2,Red
9739,"Eligibility Interviewers, Government Programs","Keep records of assigned cases, and prepare required reports.",43-4061.00,3.1666666666666665,6,4.0,3,Green
9736,"Eligibility Interviewers, Government Programs","Compile, record, and evaluate personal and financial data to verify completeness and accuracy, and to determine eligibility status.",43-4061.00,2.75,4,3.5,2,Red
9735,"Eligibility Interviewers, Government Programs","Initiate procedures to grant, modify, deny, or terminate assistance, or refer applicants to other agencies for assistance.",43-4061.00,2.5,4,3.5,2,Red
9741,"Eligibility Interviewers, Government Programs","Prepare applications and forms for applicants for such purposes as school enrollment, employment, and medical services.",43-4061.00,3.5,4,4.333333333333333,3,Green
9758,Reservation and Transportation Ticket Agents and Travel Clerks,Examine passenger documentation to determine destinations and to assign boarding passes.,43-4181.00,3.2857142857142856,7,3.0,1,Yellow
9762,Reservation and Transportation Ticket Agents and Travel Clerks,"Trace lost, delayed, or misdirected baggage for customers.",43-4181.00,1.5,4,2.0,1,Low-Priority
9754,Reservation and Transportation Ticket Agents and Travel Clerks,"Determine whether space is available on travel dates requested by customers, assigning requested spaces when available.",43-4181.00,2.7777777777777777,9,4.0,1,Red
9753,Reservation and Transportation Ticket Agents and Travel Clerks,"Assemble and issue required documentation, such as tickets, travel insurance policies, or itineraries.",43-4181.00,2.6666666666666665,6,2.0,1,Low-Priority
9756,Reservation and Transportation Ticket Agents and Travel Clerks,Maintain computerized inventories of available passenger space and provide information on space reserved or available.,43-4181.00,3.7142857142857144,7,5.0,1,Green
9755,Reservation and Transportation Ticket Agents and Travel Clerks,"Inform clients of essential travel information, such as travel times, transportation connections, or medical and visa requirements.",43-4181.00,3.125,8,3.0,1,Yellow
9752,Reservation and Transportation Ticket Agents and Travel Clerks,"Answer inquiries regarding information, such as schedules, accommodations, procedures, or policies.",43-4181.00,2.6,10,4.0,1,Red
9749,Reservation and Transportation Ticket Agents and Travel Clerks,"Plan routes, itineraries, and accommodation details, and compute fares and fees, using schedules, rate books, and computers.",43-4181.00,2.1666666666666665,6,3.0,1,Low-Priority
9751,Reservation and Transportation Ticket Agents and Travel Clerks,Prepare customer invoices and accept payment.,43-4181.00,2.625,8,3.0,1,Low-Priority
9766,Reservation and Transportation Ticket Agents and Travel Clerks,"Provide customers with travel suggestions and information sources, such as guides, directories, brochures, or maps.",43-4181.00,2.25,8,4.0,1,Red
9767,Reservation and Transportation Ticket Agents and Travel Clerks,Contact customers or travel agents to advise them of travel conveyance changes or to confirm reservations.,43-4181.00,1.6666666666666667,3,4.0,1,Red
2705,Public Safety Telecommunicators,"Determine response requirements and relative priorities of situations, and dispatch units in accordance with established procedures.",43-5031.00,3.8333333333333335,6,2.6666666666666665,3,Yellow
2706,Public Safety Telecommunicators,"Record details of calls, dispatches, and messages.",43-5031.00,4.0,3,4.0,2,Green
2717,Public Safety Telecommunicators,Read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.,43-5031.00,4.0,4,4.0,2,Green
2712,Public Safety Telecommunicators,"Maintain access to, and security of, highly sensitive materials.",43-5031.00,2.5,6,3.0,4,Low-Priority
2714,Public Safety Telecommunicators,"Maintain files of information relating to emergency calls, such as personnel rosters and emergency call-out and pager files.",43-5031.00,4.666666666666667,3,3.3333333333333335,3,Yellow
11370,"Production, Planning, and Expediting Clerks",Distribute production schedules or work orders to departments.,43-5061.00,3.142857142857143,7,2.75,4,Yellow
11363,"Production, Planning, and Expediting Clerks","Review documents, such as production schedules, work orders, or staffing tables, to determine personnel or materials requirements or material priorities.",43-5061.00,2.7,10,2.75,4,Low-Priority
11368,"Production, Planning, and Expediting Clerks",Requisition and maintain inventories of materials or supplies necessary to meet production demands.,43-5061.00,2.9,10,2.0,4,Low-Priority
11375,"Production, Planning, and Expediting Clerks","Plan production commitments or timetables for business units, specific programs, or jobs, using sales forecasts.",43-5061.00,3.2857142857142856,7,2.6666666666666665,3,Yellow
11371,"Production, Planning, and Expediting Clerks","Compile information, such as production rates and progress, materials inventories, materials used, or customer information, so that status reports can be completed.",43-5061.00,3.2857142857142856,7,4.0,2,Green
11377,"Production, Planning, and Expediting Clerks","Compile and prepare documentation related to production sequences, transportation, personnel schedules, or purchase, maintenance, or repair orders.",43-5061.00,3.3333333333333335,6,4.0,2,Green
11369,"Production, Planning, and Expediting Clerks","Calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",43-5061.00,3.0,5,2.75,4,Yellow
11373,"Production, Planning, and Expediting Clerks",Contact suppliers to verify shipment details.,43-5061.00,3.3333333333333335,6,2.5,4,Yellow
11367,"Production, Planning, and Expediting Clerks","Record production data, including volume produced, consumption of raw materials, or quality control measures.",43-5061.00,3.25,4,4.5,2,Green
11376,"Production, Planning, and Expediting Clerks","Establish and prepare product construction directions and locations and information on required tools, materials, equipment, numbers of workers needed, and cost projections.",43-5061.00,2.3333333333333335,3,2.0,4,Low-Priority
11374,"Production, Planning, and Expediting Clerks","Maintain files, such as maintenance records, bills of lading, or cost reports.",43-5061.00,2.6666666666666665,3,3.25,4,Low-Priority
768,Legal Secretaries and Administrative Assistants,"Organize and maintain law libraries, documents, and case files.",43-6012.00,2.4,10,2.3333333333333335,3,Low-Priority
18780,Legal Secretaries and Administrative Assistants,Prepare and distribute invoices to bill clients or pay account expenses.,43-6012.00,3.3,10,4.0,2,Green
